file_size_mib,query_family,selectivity_id,block_index,latency_x_ms,latency_baseline_ms,delta_ms
16,Q2,0.01,20,167.1992,190.1256,-22.9264
16,Q2,0.01,21,151.7979,188.3868,-36.5889
16,Q2,0.05,2,234.2637,247.9343,-13.6706
16,Q2,0.05,3,240.5564,278.4543,-37.8979
16,Q2,0.05,4,274.3275,264.0944,10.2331
16,Q2,0.05,5,227.6462,235.775,-8.1288
16,Q2,0.05,6,213.9332,243.1704,-29.2372
16,Q2,0.05,7,224.95,249.3026,-24.3526
16,Q2,0.05,8,239.4156,248.3445,-8.9289
16,Q2,0.05,9,229.491,267.0984,-37.6074
16,Q2,0.05,10,225.796,264.6886,-38.8926
16,Q2,0.05,11,210.8644,244.0254,-33.161
16,Q2,0.05,12,243.3936,296.5722,-53.1786
16,Q2,0.05,13,218.8535,249.2932,-30.4397
16,Q2,0.05,14,217.8925,239.7099,-21.8174
16,Q2,0.05,15,222.7494,286.5779,-63.8285
16,Q2,0.05,16,206.6636,260.6711,-54.0075
16,Q2,0.05,17,209.0962,246.9728,-37.8766
16,Q2,0.05,18,218.8953,240.7204,-21.8251
16,Q2,0.05,19,240.8692,255.6687,-14.7995
16,Q2,0.05,20,207.6522,247.598,-39.9458
16,Q2,0.05,21,198.124,241.8154,-43.6914
16,Q2,0.10,2,399.2269,414.6185,-15.3916
16,Q2,0.10,3,399.3477,389.6772,9.6705
16,Q2,0.10,4,379.6766,404.7132,-25.0366
16,Q2,0.10,5,388.5405,394.7472,-6.2067
16,Q2,0.10,6,371.702,414.2646,-42.5626
16,Q2,0.10,7,383.0885,374.6863,8.4022
16,Q2,0.10,8,384.6482,418.265,-33.6168
16,Q2,0.10,9,379.116,392.48,-13.364
16,Q2,0.10,10,405.9162,393.9872,11.929
16,Q2,0.10,11,372.0897,407.3428,-35.2531
16,Q2,0.10,12,410.7787,401.9367,8.842
16,Q2,0.10,13,374.3583,397.1761,-22.8178
16,Q2,0.10,14,369.928,415.6931,-45.7651
16,Q2,0.10,15,525.0029,456.2914,68.7115
16,Q2,0.10,16,394.9325,448.9527,-54.0202
16,Q2,0.10,17,389.7762,464.7347,-74.9585
16,Q2,0.10,18,388.7426,411.9316,-23.189
16,Q2,0.10,19,373.3085,448.864,-75.5555
16,Q2,0.10,20,423.5776,384.2917,39.2859
16,Q2,0.10,21,420.3903,400.4061,19.9842
16,Q2,0.50,2,614.2627,605.4332,8.8295
16,Q2,0.50,3,584.8176,629.303,-44.4854
16,Q2,0.50,4,554.8219,574.1404,-19.3185
16,Q2,0.50,5,577.9976,582.2364,-4.2388
16,Q2,0.50,6,564.4168,573.2841,-8.8673
16,Q2,0.50,7,568.4766,564.4327,4.0439
16,Q2,0.50,8,548.2461,532.2224,16.0237
16,Q2,0.50,9,559.644,571.3308,-11.6868
16,Q2,0.50,10,542.1661,538.0059,4.1602
16,Q2,0.50,11,539.4493,549.8234,-10.3741
16,Q2,0.50,12,564.1493,595.1234,-30.9741
16,Q2,0.50,13,538.3621,536.1301,2.232
16,Q2,0.50,14,538.5059,592.8093,-54.3034
16,Q2,0.50,15,576.9625,677.9661,-101.0036
16,Q2,0.50,16,583.2395,568.6725,14.567
16,Q2,0.50,17,568.8301,559.2776,9.5525
16,Q2,0.50,18,542.5546,543.3098,-0.7552
16,Q2,0.50,19,537.1264,558.6549,-21.5285
16,Q2,0.50,20,549.6521,565.771,-16.1189
16,Q2,0.50,21,530.8723,616.6872,-85.8149
16,Q3,0.0001,2,207.9223,206.851,1.0713
16,Q3,0.0001,3,169.3167,166.6124,2.7043
16,Q3,0.0001,4,167.6093,169.1643,-1.555
16,Q3,0.0001,5,167.9961,167.8477,0.1484
16,Q3,0.0001,6,156.6866,194.1451,-37.4585
16,Q3,0.0001,7,150.1211,161.5839,-11.4628
16,Q3,0.0001,8,153.6048,160.8174,-7.2126
16,Q3,0.0001,9,172.4589,181.0322,-8.5733
16,Q3,0.0001,10,145.1148,183.2035,-38.0887
16,Q3,0.0001,11,145.8368,171.9202,-26.0834
16,Q3,0.0001,12,155.5807,204.808,-49.2273
16,Q3,0.0001,13,150.5487,170.6085,-20.0598
16,Q3,0.0001,14,154.4113,151.8538,2.5575
16,Q3,0.0001,15,158.8123,178.0879,-19.2756
16,Q3,0.0001,16,152.235,153.9173,-1.6823
16,Q3,0.0001,17,215.8033,165.1627,50.6406
16,Q3,0.0001,18,153.9425,160.0235,-6.081
16,Q3,0.0001,19,144.6865,152.0858,-7.3993
16,Q3,0.0001,20,137.7498,169.6098,-31.86
16,Q3,0.0001,21,147.7639,149.6311,-1.8672
16,Q3,0.001,2,168.3261,182.751,-14.4249
16,Q3,0.001,3,155.3528,184.0596,-28.7068
16,Q3,0.001,4,168.0342,182.3737,-14.3395
16,Q3,0.001,5,165.8829,174.6856,-8.8027
16,Q3,0.001,6,173.7156,184.9565,-11.2409
16,Q3,0.001,7,171.9675,162.0601,9.9074
16,Q3,0.001,8,166.1914,186.0076,-19.8162
16,Q3,0.001,9,153.7495,170.5324,-16.7829
16,Q3,0.001,10,157.9547,172.3403,-14.3856
16,Q3,0.001,11,152.0846,212.0881,-60.0035
16,Q3,0.001,12,205.6069,166.756,38.8509
16,Q3,0.001,13,159.8842,160.1169,-0.2327
16,Q3,0.001,14,161.5702,177.4213,-15.8511
16,Q3,0.001,15,169.3685,178.0742,-8.7057
16,Q3,0.001,16,151.2802,161.0521,-9.7719
16,Q3,0.001,17,154.7642,165.6316,-10.8674
16,Q3,0.001,18,160.7525,185.8203,-25.0678
16,Q3,0.001,19,154.8115,166.0338,-11.2223
16,Q3,0.001,20,166.0655,181.0887,-15.0232
16,Q3,0.001,21,152.0622,164.8121,-12.7499
16,Q3,0.01,2,195.2638,237.7842,-42.5204
16,Q3,0.01,3,177.3802,223.6847,-46.3045
16,Q3,0.01,4,189.8314,212.5932,-22.7618
16,Q3,0.01,5,184.031,210.4786,-26.4476
16,Q3,0.01,6,189.4077,195.5279,-6.1202
16,Q3,0.01,7,164.3541,208.2367,-43.8826
16,Q3,0.01,8,170.0237,194.107,-24.0833
16,Q3,0.01,9,178.5613,211.6595,-33.0982
16,Q3,0.01,10,171.5587,216.6138,-45.0551
16,Q3,0.01,11,166.1327,214.9528,-48.8201
16,Q3,0.01,12,175.4422,241.2463,-65.8041
16,Q3,0.01,13,191.7275,223.1051,-31.3776
16,Q3,0.01,14,177.5241,197.0323,-19.5082
16,Q3,0.01,15,227.9177,204.8433,23.0744
16,Q3,0.01,16,234.6377,192.5299,42.1078
16,Q3,0.01,17,178.1076,199.8906,-21.783
16,Q3,0.01,18,218.3415,219.8978,-1.5563
16,Q3,0.01,19,166.6095,192.6937,-26.0842
16,Q3,0.01,20,163.8581,197.1603,-33.3022
16,Q3,0.01,21,180.5093,188.6482,-8.1389
16,Q3,0.05,2,294.7955,314.1102,-19.3147
16,Q3,0.05,3,247.0076,291.1991,-44.1915
16,Q3,0.05,4,250.801,287.7625,-36.9615
16,Q3,0.05,5,252.8241,282.5998,-29.7757
16,Q3,0.05,6,276.3095,255.5722,20.7373
16,Q3,0.05,7,275.3317,270.4326,4.8991
16,Q3,0.05,8,260.113,275.8262,-15.7132
16,Q3,0.05,9,241.1199,274.8664,-33.7465
16,Q3,0.05,10,243.9651,318.9146,-74.9495
16,Q3,0.05,11,238.7882,289.4232,-50.635
16,Q3,0.05,12,249.5768,285.9639,-36.3871
16,Q3,0.05,13,266.2908,277.5864,-11.2956
16,Q3,0.05,14,236.8178,291.331,-54.5132
16,Q3,0.05,15,236.9335,271.1703,-34.2368
16,Q3,0.05,16,248.2627,300.6539,-52.3912
16,Q3,0.05,17,259.8221,257.9163,1.9058
16,Q3,0.05,18,264.505,272.8904,-8.3854
16,Q3,0.05,19,261.2337,252.485,8.7487
16,Q3,0.05,20,281.5782,255.9997,25.5785
16,Q3,0.05,21,236.4163,277.5823,-41.166
16,Q3,0.10,2,441.4163,488.5075,-47.0912
16,Q3,0.10,3,416.5031,441.0117,-24.5086
16,Q3,0.10,4,459.3538,414.4657,44.8881
16,Q3,0.10,5,431.8421,476.9936,-45.1515
16,Q3,0.10,6,420.4371,433.4919,-13.0548
16,Q3,0.10,7,410.4975,441.3928,-30.8953
16,Q3,0.10,8,399.0131,424.6233,-25.6102
16,Q3,0.10,9,456.3455,425.9133,30.4322
16,Q3,0.10,10,405.3479,420.3694,-15.0215
16,Q3,0.10,11,401.9999,430.4663,-28.4664
16,Q3,0.10,12,401.3859,449.3257,-47.9398
16,Q3,0.10,13,429.0859,418.0437,11.0422
16,Q3,0.10,14,410.8704,441.8898,-31.0194
16,Q3,0.10,15,452.026,473.4173,-21.3913
16,Q3,0.10,16,395.6465,438.1842,-42.5377
16,Q3,0.10,17,564.4936,446.0801,118.4135
16,Q3,0.10,18,414.5411,454.1132,-39.5721
16,Q3,0.10,19,423.6855,397.7071,25.9784
16,Q3,0.10,20,434.7166,475.5671,-40.8505
16,Q3,0.10,21,405.2544,445.147,-39.8926
16,Q3,0.50,2,671.7016,628.4892,43.2124
16,Q3,0.50,3,594.4689,578.8005,15.6684
16,Q3,0.50,4,589.7149,618.5146,-28.7997
16,Q3,0.50,5,663.6818,620.4193,43.2625
16,Q3,0.50,6,604.7136,607.0163,-2.3027
16,Q3,0.50,7,607.0605,612.8112,-5.7507
16,Q3,0.50,8,663.7842,613.7718,50.0124
16,Q3,0.50,9,717.5921,601.2838,116.3083
16,Q3,0.50,10,628.9359,627.2252,1.7107
16,Q3,0.50,11,658.1235,631.8872,26.2363
16,Q3,0.50,12,673.6487,677.0484,-3.3997
16,Q3,0.50,13,679.8166,605.7439,74.0727
16,Q3,0.50,14,625.2549,610.8417,14.4132
16,Q3,0.50,15,591.6229,762.5804,-170.9575
16,Q3,0.50,16,616.7124,749.5529,-132.8405
16,Q3,0.50,17,593.1274,644.1423,-51.0149
16,Q3,0.50,18,575.5981,607.6338,-32.0357
16,Q3,0.50,19,576.0712,620.8497,-44.7785
16,Q3,0.50,20,593.6066,589.9837,3.6229
16,Q3,0.50,21,589.3677,668.4115,-79.0438
64,Q1,0.0001,2,172.2909,161.2093,11.0816
64,Q1,0.0001,3,176.3437,170.8333,5.5104
64,Q1,0.0001,4,169.2379,144.1346,25.1033
64,Q1,0.0001,5,158.4231,153.2758,5.1473
64,Q1,0.0001,6,153.9877,151.543,2.4447
64,Q1,0.0001,7,149.8474,145.9015,3.9459
64,Q1,0.0001,8,159.5723,141.6397,17.9326
64,Q1,0.0001,9,161.704,140.5127,21.1913
64,Q1,0.0001,10,165.0248,165.6976,-0.6728
64,Q1,0.0001,11,156.0289,126.8893,29.1396
64,Q1,0.0001,12,170.3977,151.9614,18.4363
64,Q1,0.0001,13,169.9532,137.8885,32.0647
64,Q1,0.0001,14,153.7657,143.8523,9.9134
64,Q1,0.0001,15,153.161,157.2805,-4.1195
64,Q1,0.0001,16,171.0369,130.7637,40.2732
64,Q1,0.0001,17,162.669,146.8979,15.7711
64,Q1,0.0001,18,162.5684,157.2246,5.3438
64,Q1,0.0001,19,180.5384,131.0456,49.4928
64,Q1,0.0001,20,157.4563,137.5144,19.9419
64,Q1,0.0001,21,154.289,126.8317,27.4573
64,Q1,0.001,2,168.5973,165.1103,3.487
64,Q1,0.001,3,175.4832,173.5634,1.9198
64,Q1,0.001,4,169.1407,142.1761,26.9646
64,Q1,0.001,5,161.6857,147.9896,13.6961
64,Q1,0.001,6,173.6716,157.1488,16.5228
64,Q1,0.001,7,167.5369,140.7366,26.8003
64,Q1,0.001,8,172.103,172.265,-0.162
64,Q1,0.001,9,183.4093,147.7645,35.6448
64,Q1,0.001,10,166.319,145.8242,20.4948
64,Q1,0.001,11,174.5714,135.2069,39.3645
64,Q1,0.001,12,191.0857,156.9338,34.1519
64,Q1,0.001,13,164.1553,138.6708,25.4845
64,Q1,0.001,14,169.089,145.6373,23.4517
64,Q1,0.001,15,162.8486,141.6002,21.2484
64,Q1,0.001,16,154.8194,142.9374,11.882
64,Q1,0.001,17,147.6664,146.6284,1.038
64,Q1,0.001,18,169.5685,156.6318,12.9367
64,Q1,0.001,19,154.9618,140.4585,14.5033
64,Q1,0.001,20,173.7909,133.5333,40.2576
64,Q1,0.001,21,161.313,147.7642,13.5488
64,Q1,0.01,2,179.1267,185.5786,-6.4519
64,Q1,0.01,3,176.7789,193.3953,-16.6164
64,Q1,0.01,4,179.6079,226.9477,-47.3398
64,Q1,0.01,5,162.5063,166.028,-3.5217
64,Q1,0.01,6,168.507,166.5846,1.9224
64,Q1,0.01,7,175.8951,174.7215,1.1736
64,Q1,0.01,8,160.8822,165.916,-5.0338
64,Q1,0.01,9,170.0712,184.8337,-14.7625
64,Q1,0.01,10,162.717,161.6605,1.0565
64,Q1,0.01,11,156.3781,168.0964,-11.7183
64,Q1,0.01,12,171.8726,207.7369,-35.8643
64,Q1,0.01,13,155.8468,168.0927,-12.2459
64,Q1,0.01,14,170.3457,159.0044,11.3413
64,Q1,0.01,15,170.8464,184.1879,-13.3415
64,Q1,0.01,16,189.0089,185.0613,3.9476
64,Q1,0.01,17,213.0691,161.951,51.1181
64,Q1,0.01,18,171.4513,174.6854,-3.2341
64,Q1,0.01,19,148.4977,171.1854,-22.6877
64,Q1,0.01,20,154.8657,163.8703,-9.0046
64,Q1,0.01,21,163.4038,152.5161,10.8877
64,Q1,0.05,2,260.7313,225.3247,35.4066
64,Q1,0.05,3,262.5327,256.0284,6.5043
64,Q1,0.05,4,243.2547,230.5492,12.7055
64,Q1,0.05,5,231.0842,206.4616,24.6226
64,Q1,0.05,6,230.8004,212.2282,18.5722
64,Q1,0.05,7,219.2625,220.0841,-0.8216
64,Q1,0.05,8,249.5686,204.0652,45.5034
64,Q1,0.05,9,237.1309,225.5539,11.577
64,Q1,0.05,10,218.3142,219.1703,-0.8561
64,Q1,0.05,11,225.0393,215.2073,9.832
64,Q1,0.05,12,227.9369,201.9717,25.9652
64,Q1,0.05,13,210.1146,215.9312,-5.8166
64,Q1,0.05,14,242.3891,213.9785,28.4106
64,Q1,0.05,15,257.1072,220.8612,36.246
64,Q1,0.05,16,265.7136,205.0413,60.6723
64,Q1,0.05,17,211.0323,212.4391,-1.4068
64,Q1,0.05,18,220.9263,199.7939,21.1324
64,Q1,0.05,19,220.813,223.2015,-2.3885
64,Q1,0.05,20,220.4607,210.1976,10.2631
64,Q1,0.05,21,223.0204,221.902,1.1184
64,Q1,0.10,2,403.2816,339.6893,63.5923
64,Q1,0.10,3,404.2244,321.3293,82.8951
64,Q1,0.10,4,345.0931,314.5481,30.545
64,Q1,0.10,5,365.6563,315.6058,50.0505
64,Q1,0.10,6,353.5183,314.6503,38.868
64,Q1,0.10,7,370.1734,327.917,42.2564
64,Q1,0.10,8,338.3351,309.7367,28.5984
64,Q1,0.10,9,365.9193,339.38,26.5393
64,Q1,0.10,10,344.5066,328.1614,16.3452
64,Q1,0.10,11,341.5363,313.2249,28.3114
64,Q1,0.10,12,337.5661,323.3084,14.2577
64,Q1,0.10,13,322.3521,289.9195,32.4326
64,Q1,0.10,14,352.0396,322.7633,29.2763
64,Q1,0.10,15,385.3853,317.3367,68.0486
64,Q1,0.10,16,338.1332,338.6868,-0.5536
64,Q1,0.10,17,352.9463,321.1555,31.7908
64,Q1,0.10,18,337.3945,321.2592,16.1353
64,Q1,0.10,19,332.293,309.0417,23.2513
64,Q1,0.10,20,299.9138,308.4595,-8.5457
64,Q1,0.10,21,336.3678,309.3197,27.0481
64,Q1,0.50,2,501.3395,478.5418,22.7977
64,Q1,0.50,3,421.0188,470.6155,-49.5967
64,Q1,0.50,4,457.4526,422.6446,34.808
64,Q1,0.50,5,470.1897,443.5336,26.6561
64,Q1,0.50,6,427.3023,476.0555,-48.7532
64,Q1,0.50,7,428.5109,422.5639,5.947
64,Q1,0.50,8,408.6641,428.1006,-19.4365
64,Q1,0.50,9,412.5843,443.043,-30.4587
64,Q1,0.50,10,418.6267,455.7765,-37.1498
64,Q1,0.50,11,441.0671,468.9003,-27.8332
64,Q1,0.50,12,408.6796,472.8314,-64.1518
64,Q1,0.50,13,451.1975,418.6888,32.5087
64,Q1,0.50,14,419.8806,446.0313,-26.1507
64,Q1,0.50,15,438.4556,465.0443,-26.5887
64,Q1,0.50,16,426.4248,425.3815,1.0433
64,Q1,0.50,17,442.6333,458.6288,-15.9955
64,Q1,0.50,18,421.1141,471.6006,-50.4865
64,Q1,0.50,19,459.6593,426.3287,33.3306
64,Q1,0.50,20,436.035,421.4093,14.6257
64,Q1,0.50,21,417.3546,434.1666,-16.812
64,Q2,0.0001,2,196.3244,155.9477,40.3767
64,Q2,0.0001,3,203.0177,165.4138,37.6039
64,Q2,0.0001,4,171.314,159.0104,12.3036
64,Q2,0.0001,5,184.899,157.4149,27.4841
64,Q2,0.0001,6,194.9409,149.1345,45.8064
64,Q2,0.0001,7,175.6446,146.8913,28.7533
64,Q2,0.0001,8,170.3237,154.7565,15.5672
64,Q2,0.0001,9,178.0876,134.9826,43.105
64,Q2,0.0001,10,169.3246,145.5241,23.8005
64,Q2,0.0001,11,176.6057,141.9553,34.6504
64,Q2,0.0001,12,188.7804,150.9808,37.7996
64,Q2,0.0001,13,193.72,153.5828,40.1372
64,Q2,0.0001,14,166.0633,142.1458,23.9175
64,Q2,0.0001,15,203.2965,149.1901,54.1064
64,Q2,0.0001,16,171.8808,163.5953,8.2855
64,Q2,0.0001,17,165.8649,137.5076,28.3573
64,Q2,0.0001,18,197.4347,141.3623,56.0724
64,Q2,0.0001,19,180.6341,136.1795,44.4546
64,Q2,0.0001,20,187.2707,152.8532,34.4175
64,Q2,0.0001,21,191.0835,192.8889,-1.8054
64,Q2,0.001,2,208.542,171.0024,37.5396
64,Q2,0.001,3,213.9136,163.8002,50.1134
64,Q2,0.001,4,187.1663,151.7075,35.4588
64,Q2,0.001,5,186.3181,155.6069,30.7112
64,Q2,0.001,6,195.4218,168.4437,26.9781
64,Q2,0.001,7,182.1696,140.124,42.0456
64,Q2,0.001,8,177.4608,157.6985,19.7623
64,Q2,0.001,9,187.2259,158.6947,28.5312
64,Q2,0.001,10,214.5961,181.4141,33.182
64,Q2,0.001,11,180.4283,137.4872,42.9411
64,Q2,0.001,12,195.589,147.3967,48.1923
64,Q2,0.001,13,206.5659,149.5239,57.042
64,Q2,0.001,14,182.1222,140.7775,41.3447
64,Q2,0.001,15,185.0721,141.2351,43.837
64,Q2,0.001,16,185.2045,155.0962,30.1083
64,Q2,0.001,17,168.6335,153.0819,15.5516
64,Q2,0.001,18,173.2995,151.1773,22.1222
64,Q2,0.001,19,199.6265,146.1804,53.4461
64,Q2,0.001,20,180.0952,141.8266,38.2686
64,Q2,0.001,21,179.6879,159.8476,19.8403
64,Q2,0.01,2,230.7537,194.6148,36.1389
64,Q2,0.01,3,202.5824,215.6517,-13.0693
64,Q2,0.01,4,211.6038,210.3488,1.255
64,Q2,0.01,5,197.5374,202.908,-5.3706
64,Q2,0.01,6,195.7485,189.5247,6.2238
64,Q2,0.01,7,175.461,191.5291,-16.0681
64,Q2,0.01,8,205.8586,183.261,22.5976
64,Q2,0.01,9,174.0872,173.3714,0.7158
64,Q2,0.01,10,183.5429,189.4906,-5.9477
64,Q2,0.01,11,184.0051,178.2805,5.7246
64,Q2,0.01,12,189.2516,203.145,-13.8934
64,Q2,0.01,13,209.3673,178.4659,30.9014
64,Q2,0.01,14,182.4709,249.8352,-67.3643
64,Q2,0.01,15,174.8051,181.3644,-6.5593
64,Q2,0.01,16,187.6118,182.6268,4.985
64,Q2,0.01,17,168.3798,173.0183,-4.6385
64,Q2,0.01,18,191.8302,198.5762,-6.746
64,Q2,0.01,19,174.0264,183.6551,-9.6287
64,Q2,0.01,20,187.5355,190.1256,-2.5901
64,Q2,0.01,21,176.6592,188.3868,-11.7276
64,Q2,0.05,2,293.0432,247.9343,45.1089
64,Q2,0.05,3,246.1344,278.4543,-32.3199
64,Q2,0.05,4,250.5338,264.0944,-13.5606
64,Q2,0.05,5,268.1429,235.775,32.3679
64,Q2,0.05,6,262.564,243.1704,19.3936
64,Q2,0.05,7,259.9456,249.3026,10.643
64,Q2,0.05,8,241.118,248.3445,-7.2265
64,Q2,0.05,9,260.3786,267.0984,-6.7198
64,Q2,0.05,10,247.4114,264.6886,-17.2772
64,Q2,0.05,11,256.1254,244.0254,12.1
64,Q2,0.05,12,254.1309,296.5722,-42.4413
64,Q2,0.05,13,245.342,249.2932,-3.9512
64,Q2,0.05,14,253.4766,239.7099,13.7667
64,Q2,0.05,15,273.8252,286.5779,-12.7527
64,Q2,0.05,16,249.0718,260.6711,-11.5993
64,Q2,0.05,17,274.5415,246.9728,27.5687
64,Q2,0.05,18,270.6189,240.7204,29.8985
64,Q2,0.05,19,254.2586,255.6687,-1.4101
64,Q2,0.05,20,246.0531,247.598,-1.5449
64,Q2,0.05,21,266.6509,241.8154,24.8355
64,Q2,0.10,2,439.9492,414.6185,25.3307
64,Q2,0.10,3,410.8858,389.6772,21.2086
64,Q2,0.10,4,407.5555,404.7132,2.8423
64,Q2,0.10,5,419.154,394.7472,24.4068
64,Q2,0.10,6,410.6378,414.2646,-3.6268
64,Q2,0.10,7,432.6264,374.6863,57.9401
64,Q2,0.10,8,400.428,418.265,-17.837
64,Q2,0.10,9,415.7858,392.48,23.3058
64,Q2,0.10,10,460.9278,393.9872,66.9406
64,Q2,0.10,11,433.5433,407.3428,26.2005
64,Q2,0.10,12,430.6297,401.9367,28.693
64,Q2,0.10,13,406.6717,397.1761,9.4956
64,Q2,0.10,14,440.81,415.6931,25.1169
64,Q2,0.10,15,437.0344,456.2914,-19.257
64,Q2,0.10,16,402.9929,448.9527,-45.9598
64,Q2,0.10,17,411.7837,464.7347,-52.951
64,Q2,0.10,18,440.7867,411.9316,28.8551
64,Q2,0.10,19,426.6656,448.864,-22.1984
64,Q2,0.10,20,422.9151,384.2917,38.6234
64,Q2,0.10,21,399.6495,400.4061,-0.7566
64,Q2,0.50,2,597.3432,605.4332,-8.09
64,Q2,0.50,3,533.2388,629.303,-96.0642
64,Q2,0.50,4,545.4588,574.1404,-28.6816
64,Q2,0.50,5,530.7427,582.2364,-51.4937
64,Q2,0.50,6,517.1621,573.2841,-56.122
64,Q2,0.50,7,551.8022,564.4327,-12.6305
64,Q2,0.50,8,668.7167,532.2224,136.4943
64,Q2,0.50,9,620.891,571.3308,49.5602
64,Q2,0.50,10,549.2481,538.0059,11.2422
64,Q2,0.50,11,581.7418,549.8234,31.9184
64,Q2,0.50,12,511.3711,595.1234,-83.7523
64,Q2,0.50,13,507.1615,536.1301,-28.9686
64,Q2,0.50,14,555.9042,592.8093,-36.9051
64,Q2,0.50,15,748.7709,677.9661,70.8048
64,Q2,0.50,16,540.356,568.6725,-28.3165
64,Q2,0.50,17,525.1037,559.2776,-34.1739
64,Q2,0.50,18,520.2942,543.3098,-23.0156
64,Q2,0.50,19,599.347,558.6549,40.6921
64,Q2,0.50,20,526.9207,565.771,-38.8503
64,Q2,0.50,21,522.6541,616.6872,-94.0331
64,Q3,0.0001,2,216.5359,206.851,9.6849
64,Q3,0.0001,3,206.4382,166.6124,39.8258
64,Q3,0.0001,4,208.3875,169.1643,39.2232
64,Q3,0.0001,5,199.0709,167.8477,31.2232
64,Q3,0.0001,6,196.6207,194.1451,2.4756
64,Q3,0.0001,7,236.8724,161.5839,75.2885
64,Q3,0.0001,8,199.4958,160.8174,38.6784
64,Q3,0.0001,9,201.081,181.0322,20.0488
64,Q3,0.0001,10,207.6748,183.2035,24.4713
64,Q3,0.0001,11,228.0628,171.9202,56.1426
64,Q3,0.0001,12,213.5074,204.808,8.6994
64,Q3,0.0001,13,203.129,170.6085,32.5205
64,Q3,0.0001,14,194.2261,151.8538,42.3723
64,Q3,0.0001,15,186.0049,178.0879,7.917
64,Q3,0.0001,16,201.3794,153.9173,47.4621
64,Q3,0.0001,17,184.115,165.1627,18.9523
64,Q3,0.0001,18,214.8282,160.0235,54.8047
64,Q3,0.0001,19,195.0569,152.0858,42.9711
64,Q3,0.0001,20,183.5112,169.6098,13.9014
64,Q3,0.0001,21,201.7977,149.6311,52.1666
64,Q3,0.001,2,221.6483,182.751,38.8973
64,Q3,0.001,3,216.7992,184.0596,32.7396
64,Q3,0.001,4,201.5889,182.3737,19.2152
64,Q3,0.001,5,215.153,174.6856,40.4674
64,Q3,0.001,6,202.3272,184.9565,17.3707
64,Q3,0.001,7,209.8284,162.0601,47.7683
64,Q3,0.001,8,200.4044,186.0076,14.3968
64,Q3,0.001,9,223.0986,170.5324,52.5662
64,Q3,0.001,10,238.6351,172.3403,66.2948
64,Q3,0.001,11,208.2653,212.0881,-3.8228
64,Q3,0.001,12,189.9191,166.756,23.1631
64,Q3,0.001,13,212.3471,160.1169,52.2302
64,Q3,0.001,14,220.4562,177.4213,43.0349
64,Q3,0.001,15,198.8683,178.0742,20.7941
64,Q3,0.001,16,206.5542,161.0521,45.5021
64,Q3,0.001,17,224.9621,165.6316,59.3305
64,Q3,0.001,18,193.5937,185.8203,7.7734
64,Q3,0.001,19,201.8428,166.0338,35.809
64,Q3,0.001,20,207.1756,181.0887,26.0869
64,Q3,0.001,21,197.4861,164.8121,32.674
64,Q3,0.01,2,230.0087,237.7842,-7.7755
64,Q3,0.01,3,258.2253,223.6847,34.5406
64,Q3,0.01,4,210.6188,212.5932,-1.9744
64,Q3,0.01,5,264.7464,210.4786,54.2678
64,Q3,0.01,6,209.2117,195.5279,13.6838
64,Q3,0.01,7,224.1245,208.2367,15.8878
64,Q3,0.01,8,220.0063,194.107,25.8993
64,Q3,0.01,9,218.0018,211.6595,6.3423
64,Q3,0.01,10,214.4628,216.6138,-2.151
64,Q3,0.01,11,256.7565,214.9528,41.8037
64,Q3,0.01,12,258.1324,241.2463,16.8861
64,Q3,0.01,13,265.9835,223.1051,42.8784
64,Q3,0.01,14,214.9447,197.0323,17.9124
64,Q3,0.01,15,207.7736,204.8433,2.9303
64,Q3,0.01,16,206.5488,192.5299,14.0189
64,Q3,0.01,17,213.3843,199.8906,13.4937
64,Q3,0.01,18,201.588,219.8978,-18.3098
64,Q3,0.01,19,219.0277,192.6937,26.334
64,Q3,0.01,20,221.1034,197.1603,23.9431
64,Q3,0.01,21,209.624,188.6482,20.9758
64,Q3,0.05,2,318.0466,314.1102,3.9364
64,Q3,0.05,3,327.1544,291.1991,35.9553
64,Q3,0.05,4,317.2988,287.7625,29.5363
64,Q3,0.05,5,289.8884,282.5998,7.2886
64,Q3,0.05,6,330.5778,255.5722,75.0056
64,Q3,0.05,7,350.4346,270.4326,80.002
64,Q3,0.05,8,298.6509,275.8262,22.8247
64,Q3,0.05,9,304.169,274.8664,29.3026
64,Q3,0.05,10,307.1926,318.9146,-11.722
64,Q3,0.05,11,291.2835,289.4232,1.8603
64,Q3,0.05,12,313.9106,285.9639,27.9467
64,Q3,0.05,13,334.988,277.5864,57.4016
64,Q3,0.05,14,326.3262,291.331,34.9952
64,Q3,0.05,15,286.3605,271.1703,15.1902
64,Q3,0.05,16,326.9656,300.6539,26.3117
64,Q3,0.05,17,301.8224,257.9163,43.9061
64,Q3,0.05,18,322.0998,272.8904,49.2094
64,Q3,0.05,19,315.6575,252.485,63.1725
64,Q3,0.05,20,270.2688,255.9997,14.2691
64,Q3,0.05,21,312.8038,277.5823,35.2215
64,Q3,0.10,2,566.3032,488.5075,77.7957
64,Q3,0.10,3,458.6256,441.0117,17.6139
64,Q3,0.10,4,438.9765,414.4657,24.5108
64,Q3,0.10,5,469.1676,476.9936,-7.826
64,Q3,0.10,6,511.0732,433.4919,77.5813
64,Q3,0.10,7,450.4106,441.3928,9.0178
64,Q3,0.10,8,513.0219,424.6233,88.3986
64,Q3,0.10,9,482.9358,425.9133,57.0225
